         2636495 function calls (2508677 primitive calls) in 34.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_stack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/sharded_tensor/metadata.py:1(<module>)
     6902    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_configuration_override.py:1(<module>)
      230    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/_methods.py:50(_sum)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/util.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/common_op_utils.py:51(_register_default_op)
       61    0.001    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/utils.py:121(is_tensorlist_like_type)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/libmp/gammazeta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/spaces/box.py:56(__init__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_artifact_content.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/sysconfig/__init__.py:347(_init_posix)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/platform.py:1231(python_implementation)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_external_property_file_references.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/platform.py:1127(_sys_version)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/test_operators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/functional_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/func.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/miscellaneous.py:1(<module>)
       34    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/symbol.py:480(__new__)
     4507    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/solvers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/_config.py:1(<module>)
      102    0.001    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_ops.py:657(__init__)
       69    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/torch_function.py:140(__torch_function__)
     9373    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2791(kind)
      113    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:276(contextmanager)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/tensor/indexed.py:1(<module>)
1227/1187    0.000    0.000    0.001    0.000 {built-in method builtins.repr}
       25    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:1329(getfullargspec)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/polyfills/operator.py:1(<module>)
      201    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:942(_get_mixins_)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/lib/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/passes/_tensorify_python_scalars.py:1(<module>)
       88    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_ops.py:1254(_get_packet)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/ad_checkpoint.py:1(<module>)
       42    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/trace_rules.py:3215(_strip_init_py)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/elliptic_integrals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/algebras/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/lambdarepr.py:1(<module>)
     1560    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       38    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/symbol.py:332(__xnew__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/device_interface.py:1(<module>)
     6761    0.001    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2333(_sum_dispatcher)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/debugger/colab_lib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/matrices/linsolve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/mathieu_functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/sharding_plan/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/ntheory/factor_.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/dtypes.py:649(_make_lattice_upper_bounds)
       10    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/nn/modules/normalization.py:177(__init__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/concrete/expr_with_intlimits.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/ntheory/residue_ntheory.py:1(<module>)
     1372    0.001    0.000    0.001    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_ops/_tensor_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/special.py:1(<module>)
1296/1067    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1443(__hash__)
     3913    0.001    0.000    0.001    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/numberfields/modules.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/extras.py:250(__init__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/assumptions/relation/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/polyfills/os.py:1(<module>)
       44    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:514(_compile_info)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/lax/fft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_region.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/extras.py:255(getdoc)
     2612    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/blockmatrix.py:1(<module>)
     1150    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/filelock/_api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_composable/checkpoint_activation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/typing.py:1(<module>)
      489    0.001    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:3790(__getattr__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_state_dict_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/python.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/utils.py:70(lookup_op)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyutils.py:1(<module>)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
      346    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:437(_unwrap_partialmethod)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/assumptions/assume.py:1(<module>)
     2130    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1096(__eq__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_chlo_ops_gen.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/fx/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/assumptions/relation/equality.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/typing.py:1(<module>)
     4282    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       16    0.000    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
      341    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:498(__init__)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/series/fourier.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/sharing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_sharding_prop.py:1(<module>)
      474    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/getlimits.py:493(__new__)
      443    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:351(_deduplicate)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_sympy/numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:3042(CUDACodeCache)
      121    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/nn/modules/module.py:1932(__setattr__)
     3253    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/metadata.py:1(<module>)
     3425    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/spaces/box.py:14(array_short_repr)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/compiler/config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/agca/modules.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/trace_rules.py:3223(_module_dir)
     1835    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:302(isclass)
       88    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/densebasic.py:1(<module>)
     2179    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:691(_is_classvar)
  726/242    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/core.py:348(unwrapped)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/tensor/array/mutable_ndim_array.py:1(<module>)
1322/1321    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     2700    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/custom_ops.py:777(get_library_allowing_overwrite)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/libmp/libintmath.py:1(<module>)
      532    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_sharding_prop.py:94(register_op_strategy)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/make_functional.py:1(<module>)
      568    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:825(__setattr__)
